,Molecule_ChEMBL_ID,Molecule_Name,Molecule_Max_Phase,Molecular_Weight,#RO5_Violations,AlogP,Compound_Key,Smiles,Standard_Type,Standard_Relation,Standard_Value,Standard_Units,pChEMBL_Value,Data_Validity_Comment,Comment,Uo_Units,Ligand_Efficiency_BEI,Ligand_Efficiency_LE,Ligand_Efficiency_LLE,Ligand_Efficiency_SEI,Potential_Duplicate,Assay_ChEMBL_ID,Assay_Description,Assay_Type,BAO_Format_ID,BAO_Label,Assay_Organism,Assay_Tissue_ChEMBL_ID,Assay_Tissue_Name,Assay_Cell_Type,Assay_Subcellular_Fraction,Assay_Parameters,Assay_Variant_Accession,Assay_Variant_Mutation,Target_ChEMBL_ID,Target_Name,Target_Organism,Target_Type,Document_ChEMBL_ID,Source_ID,Source_Description,Document_Journal,Document_Year,Cell_ChEMBL_ID,Properties,Standard_Value_nM,base_rdkit_smiles
2287,CHEMBL541,BENZOIC ACID,4.0,122.12,0.0,1.38,BENZOIC ACID,O=C(O)c1ccccc1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,O=C(O)c1ccccc1
2288,CHEMBL529,AZITHROMYCIN,4.0,749.0,2.0,1.9,AZITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
2289,CHEMBL234926,ALLYL ALCOHOL,0.0,58.08,0.0,0.16,ALLYL ALCOHOL,C=CCO,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,C=CCO
2290,CHEMBL1909050,,0.0,293.41,0.0,4.09,1-(2-METHYLBENZOYL)-4-(PHENYLMETHYL)-PIPERIDINE,Cc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,Cc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1
2291,CHEMBL108,CARBAMAZEPINE,4.0,236.27,0.0,3.39,CARBAMAZEPINE,NC(=O)N1c2ccccc2C=Cc2ccccc21,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,NC(=O)N1c2ccccc2C=Cc2ccccc21
2292,CHEMBL1783957,,0.0,370.29,0.0,4.03,3{6},CN1CCc2c(c3cc(Br)ccc3n2CCc2ccccn2)C1,IC50,'=',120.0,nM,6.92,,,UO_0000065,,,,,False,CHEMBL1786003,Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium level increase during phase-1 compound incubated before histamine addition by Fura-2 based fluorometric assay,F,BAO_0000219,cell-based format,Homo sapiens,,,SK-N-SH,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1782051,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,CHEMBL3307745,,120.0,CN1CCc2c(c3cc(Br)ccc3n2CCc2ccccn2)C1
2293,CHEMBL1783967,,0.0,309.39,0.0,3.41,3{16},CN1CCc2c(c3cc(F)ccc3n2CCc2ccncc2)C1,IC50,'=',120.0,nM,6.92,,,UO_0000065,,,,,False,CHEMBL1786003,Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium level increase during phase-1 compound incubated before histamine addition by Fura-2 based fluorometric assay,F,BAO_0000219,cell-based format,Homo sapiens,,,SK-N-SH,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1782051,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,CHEMBL3307745,,120.0,CN1CCc2c(c3cc(F)ccc3n2CCc2ccncc2)C1
2294,CHEMBL1783961,,0.0,309.39,0.0,3.41,3{10},CN1CCc2c(c3cc(F)ccc3n2CCc2cccnc2)C1,IC50,'=',650.0,nM,6.19,,,UO_0000065,,,,,False,CHEMBL1786003,Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium level increase during phase-1 compound incubated before histamine addition by Fura-2 based fluorometric assay,F,BAO_0000219,cell-based format,Homo sapiens,,,SK-N-SH,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1782051,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,CHEMBL3307745,,650.0,CN1CCc2c(c3cc(F)ccc3n2CCc2cccnc2)C1
2295,CHEMBL2105807,MADURAMICIN,0.0,934.17,2.0,4.32,MADURAMICIN,CO[C@H]1C[C@@H](O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)O)[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC.N,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CO[C@H]1C[C@@H](O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)O)[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC
2296,CHEMBL625,THIABENDAZOLE,4.0,201.25,0.0,2.69,THIABENDAZOLE,c1ccc2[nH]c(-c3cscn3)nc2c1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,c1ccc2[nH]c(-c3cscn3)nc2c1
2297,CHEMBL238071,VINDESINE,4.0,753.94,1.0,2.73,VINDESINE,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
2298,CHEMBL1200679,ZINC CHLORIDE,4.0,136.3,,,ZINC CHLORIDE,[Cl-].[Cl-].[Zn+2],IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,[Zn+2]
2299,CHEMBL1200679,ZINC CHLORIDE,4.0,136.3,,,ZINC CHLORIDE,[Cl-].[Cl-].[Zn+2],Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,[Zn+2]
2300,CHEMBL115769,,0.0,334.35,0.0,3.97,RWJ-68354,COc1cc(N)[nH]c2nc(-c3ccc(F)cc3)c(-c3ccncc3)c1-2,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,COc1cc(N)[nH]c2nc(-c3ccc(F)cc3)c(-c3ccncc3)c1-2
2301,CHEMBL659,GALANTAMINE,4.0,287.36,0.0,1.85,GALANTAMINE,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
2302,CHEMBL622,ETODOLAC,4.0,287.36,0.0,3.38,ETODOLAC,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
2303,CHEMBL52440,DEXTROMETHORPHAN,4.0,271.4,0.0,3.38,DEXTROMETHORPHAN,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
2305,CHEMBL6273,FLEROXACIN,0.0,369.34,0.0,1.7,FLEROXACIN,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1
2306,CHEMBL134342,THIOCTIC ACID,0.0,206.33,0.0,2.79,THIOCTIC ACID,O=C(O)CCCC[C@@H]1CCSS1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,O=C(O)CCCC[C@@H]1CCSS1
2307,CHEMBL1783974,,0.0,388.56,0.0,4.04,3{23},Cc1ccc2c(c1)c1c(n2CCc2cccnc2)CCN(C2CCN(C)CC2)C1,IC50,,,,,,Not Determined,,,,,,False,CHEMBL1785997,Antagonist activity at human histamine H1 receptor in SK-N-SH cells assessed as inhibition of histamine-induced calcium flow during phase-II compound dosed after histamine addition by Fura-2 based fluorometric assay,F,BAO_0000218,organism-based format,Homo sapiens,,,SK-N-SH,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1782051,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,CHEMBL3307745,,,Cc1ccc2c(c1)c1c(n2CCc2cccnc2)CCN(C2CCN(C)CC2)C1
2308,CHEMBL1419,SIBUTRAMINE,4.0,279.86,0.0,4.74,SIBUTRAMINE,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
2309,CHEMBL429023,ROTENONE,0.0,394.42,0.0,3.7,ROTENONE,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
2310,CHEMBL683,CLOFIBRIC ACID,0.0,214.65,0.0,2.58,CLOFIBRIC ACID,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CC(C)(Oc1ccc(Cl)cc1)C(=O)O
2311,CHEMBL1460,DIDANOSINE,4.0,236.23,0.0,-0.21,DIDANOSINE,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1
2312,CHEMBL1790041,RANITIDINE,4.0,314.41,0.0,1.46,RANITIDINE,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
2313,CHEMBL3357043,,0.0,394.95,1.0,5.45,20,CCCCC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,Ki,'=',147.0,nM,6.83,,,UO_0000065,17.3,0.33,1.38,20.58,False,CHEMBL3386951,Displacement of [3H]mepyramine from human histamine H1 receptor expressed in Sf9 cells by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3352018,1,Scientific Literature,J. Med. Chem.,2014.0,CHEMBL3308860,,147.0,CCCCC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
2314,CHEMBL1619,CLADRIBINE,4.0,285.69,0.0,-0.3,CLADRIBINE,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
2315,CHEMBL70586,SPIRADOLINE,0.0,425.4,0.0,4.56,SPIRADOLINE,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1
2316,CHEMBL72,DESIPRAMINE,4.0,266.39,0.0,3.53,DESIPRAMINE,CNCCCN1c2ccccc2CCc2ccccc21,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CNCCCN1c2ccccc2CCc2ccccc21
2317,CHEMBL62193,SULFADIMETHOXINE,4.0,310.34,0.0,0.88,SULFADIMETHOXINE,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
2318,CHEMBL305660,EBASTINE,3.0,469.67,1.0,7.22,EBASTINE,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,IC50,'=',28.3,nM,7.55,,,UO_0000065,16.07,0.29,0.33,25.55,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,28.3,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
2319,CHEMBL153479,AMBROXOL,3.0,378.11,0.0,3.19,AMBROXOL,Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1
2320,CHEMBL1110,ALOSETRON,4.0,294.36,0.0,2.41,ALOSETRON,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O
2321,CHEMBL85728,"4,4'-METHYLENEDIANILINE",0.0,198.27,0.0,2.44,"4,4'-METHYLENEDIANILINE",Nc1ccc(Cc2ccc(N)cc2)cc1,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,Nc1ccc(Cc2ccc(N)cc2)cc1
2322,CHEMBL1200600,FLUOROMETHOLONE,4.0,376.47,0.0,2.92,FLUOROMETHOLONE,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
2323,CHEMBL3357035,,0.0,410.95,1.0,5.52,10,CC(C)COC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,Ki,'=',1274.0,nM,5.89,,,UO_0000065,14.34,0.28,0.37,13.89,False,CHEMBL3386951,Displacement of [3H]mepyramine from human histamine H1 receptor expressed in Sf9 cells by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3352018,1,Scientific Literature,J. Med. Chem.,2014.0,CHEMBL3308860,,1274.0,CC(C)COC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
2324,CHEMBL1568,FLUDARABINE,0.0,285.24,0.0,-1.84,FLUDARABINE,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,IC50,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,False,CHEMBL1909156,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL231,Histamine H1 receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
