compound_id,standard_inchi_key,compound_name,synonym,target_id,target_pref_name,gene_names,wildtype_or_mutant,mutation_info,pubmed_id,standard_type,standard_relation,standard_value,standard_units,activity_comment,ep_action_mode,assay_format,assaytype,assay_subtype,inhibitor_type,detection_tech,assay_cell_line,compound_concentration_value,compound_concentration_value_unit,substrate_type,substrate_relation,substrate_value,substrate_units,assay_description,title,journal,doc_type,annotation_comments
CHEMBL475620,MMZFKVNBNHUWDT-UHFFFAOYSA-N,UR-PI182,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19317445.0,ACTIVITY,=,0.16,,,,cell_based,,,,,,,,,,,,Intrinsic activity at human H1 receptor expressed in insect Sf9 cells co-expressing RGS4 assessed as gamma[32P]GTP binding at 10 uM by liquid scintillation counting relative to histamine,N(G)-acylated imidazolylpropylguanidines as potent histamine H4 receptor agonists: selectivity by variation of the N(G)-substituent.,J. Med. Chem.,PUBLICATION,
CHEMBL475620,MMZFKVNBNHUWDT-UHFFFAOYSA-N,UR-PI182,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19317445.0,PKB,=,4.96,,,,cell_based,,,,,,,,,,,,Antagonist activity at human H1 receptor expressed in insect Sf9 cells co-expressing RGS4 assessed as inhibition of histamine-induced gamma[32P]GTP binding by liquid scintillation counting,N(G)-acylated imidazolylpropylguanidines as potent histamine H4 receptor agonists: selectivity by variation of the N(G)-substituent.,J. Med. Chem.,PUBLICATION,
CHEMBL93645,MNIPYSSQXLZQLJ-UHFFFAOYSA-N,ACECLOFENAC,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL93645,MNIPYSSQXLZQLJ-UHFFFAOYSA-N,ACECLOFENAC,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL539093,MNOZJGDIRIYZSQ-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18052318.0,KI,<,3162.28,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL2158828,MNSGCVNHLLGCDG-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23021991.0,KI,=,15.85,NM,,,,,,,,,,,,,,,Binding affinity to histamine H1 receptor,Scaffold-hopping with zwitterionic CCR3 antagonists: identification and optimisation of a series with good potency and pharmacokinetics leading to the discovery of AZ12436092.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2207643,MNVDCQLMHFFYCU-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23099096.0,KI,,,,Not Determined,,cell_based,,,,,,,,,,,,Displacement of [3H]mepyramine from human histamine H1 receptor expressed in insect Sf9 cell membrane preparation after 60 mins by scintillation counting analysis,Novel azulene derivatives for the treatment of erectile dysfunction.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2208418,MNXRFTOYSSFEST-KRWDZBQOSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23142617.0,INHIBITION,>,70,%,,,cell_based,,,,,CHO-K1,,,,,,,Displacement of [3H]-pyrilamine from human histamine H1 receptor expressed in recombinant CHOK1 cells at 1 uM after 1 hr,Discovery and evolution of phenoxypiperidine hydroxyamide dual CCR3/H(1) antagonists. Part I.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2208418,MNXRFTOYSSFEST-KRWDZBQOSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23142617.0,KI,=,316.23,NM,,,cell_based,,,,,CHO-K1,,,,,,,Displacement of [3H]-pyrilamine from human histamine H1 receptor expressed in recombinant CHOK1 cells after 1 hr,Discovery and evolution of phenoxypiperidine hydroxyamide dual CCR3/H(1) antagonists. Part I.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3357041,MOFVGVFZWIHAPO-DUXPYHPUSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,25318072.0,KI,=,153,NM,,,cell_based,,,,,,,,,,,,Displacement of [3H]mepyramine from human histamine H1 receptor expressed in Sf9 cells by scintillation counting method,Loratadine and Analogues: Discovery and Preliminary Structure-Activity Relationship of Inhibitors of the Amino Acid Transporter B(0)AT2.,J. Med. Chem.,PUBLICATION,
CHEMBL2158780,MOHMWXTYADLKCG-VWLOTQADSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23021991.0,KI,=,79.43,NM,,,,,,,,,,,,,,,Binding affinity to histamine H1 receptor,Scaffold-hopping with zwitterionic CCR3 antagonists: identification and optimisation of a series with good potency and pharmacokinetics leading to the discovery of AZ12436092.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2432040,MPBJQDFYALBXED-CAUKCHDASA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23981939.0,INHIBITION,<,50,%,,,,,,,,,,,,,,,Inhibition of histamine H1 receptor (unknown origin) at 10 uM by PDSP assay relative to control,"N-substituted 8-aminopentacyclo[5.4.0.0(2,6).0(3,10).0(5,9)]undecanes as s receptor ligands with potential neuroprotective effects.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL3220645,MPRLYBPYXQODHA-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,INTRINSIC ACTIVITY,=,-0.02,,,,cell_based,,,,,,,,,,,,Intrinsic activity at human recombinant histamine H1 receptor expressed in Sf9 cells coexpressing RGS4 preincubated for 2 mins before [gamma32P]GTP addition measured after 20 mins by steady-state GTPase activity assay relative to histamine,,MedChemComm,PUBLICATION,
CHEMBL3220645,MPRLYBPYXQODHA-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,PKB,<,5,,,,cell_based,,,,,,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in Sf9 cells coexpressing RGS4 assessed as inhibition of histamine-induced [gamma33P]GTP hydrolysis preincubated for 2 mins before [gamma32P]GTP addition measured after 20 mins by steady-state GTPase activity assay,,MedChemComm,PUBLICATION,
CHEMBL3321790,MPWWGTFDWDZHRM-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,25070422.0,KI,=,977,NM,,,,,,,,,,,,,,,Displacement of [3H]Pyrilamine from human histamine H1 receptor by liquid scintillation counting,Further evaluation of the tropane analogs of haloperidol.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1632411,MQAUVLYNYCPXHD-ICFOKQHNSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21044842.0,KI,>,10000,NM,,,cell_based,,,,,SK-N-MC,,,,,,,Binding affinity to human recombinant histamine H1 receptor expressed in human SK-N-MC cells by radioligand displacement assay,Histamine H4 receptor agonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL529,MQTOSJVFKKJCRP-BICOPXKESA-N,AZITHROMYCIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL529,MQTOSJVFKKJCRP-BICOPXKESA-N,AZITHROMYCIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL597,MRBDMNSDAVCSSF-UHFFFAOYSA-N,PHENTOLAMINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,6146381.0,KI,=,4000,NM,,,,,,,,,,,,,,,,,,,
CHEMBL597,MRBDMNSDAVCSSF-UHFFFAOYSA-N,PHENTOLAMINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,22793499.0,IC50,=,316227.77,NM,,,cell_based,,,,,HeLa,,,,,,,Antagonist activity at H1 receptor in human HeLa cells assessed as inhibition of histamine-induced Ca2+ release by using fura-2AM-based fluorescence assay,Shape-based reprofiling of FDA-approved drugs for the H1 histamine receptor.,J. Med. Chem.,PUBLICATION,
CHEMBL597,MRBDMNSDAVCSSF-UHFFFAOYSA-N,PHENTOLAMINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL597,MRBDMNSDAVCSSF-UHFFFAOYSA-N,PHENTOLAMINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL3577957,MRTJHEDYFUFHHQ-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,25893048.0,ACTIVITY,,,,Not Active,,,,,,,,,,,,,,Binding affinity to human histamine H1 receptor at 1 uM,,ACS Med. Chem. Lett.,PUBLICATION,
CHEMBL62066,MRYDVIQPLWEQDJ-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12113835.0,KI,=,1659.59,NM,,,,,,,,,,,,,,,Binding affinity for the human Histamine H1 Receptor,Structure-activity relationships of non-imidazole H(3) receptor ligands. Part 1.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL330367,MRZJFWSFVDADTA-WLHGVMLRSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,=,158,NM,,,,,,,,,,,,,,,Antagonism of the human histamine H1 receptor,,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1669418,MSDXVUCMHKOWGT-KRWDZBQOSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21232954.0,KI,=,8.1,NM,,,,,,,,,,,,,,,Binding affinity to histamine H1 receptor,Influence of pKa on the biotransformation of indene H1-antihistamines by CYP2D6.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1257139,MSGAWMMCGSGKOV-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20801030.0,INHIBITION,=,-1,%,,,,,,,,,,,,,,,Displacement of [3H]-mepyramine from human histamine H1 receptor,"Discovery of potent and selective histamine H3 receptor inverse agonists based on the 3,4-dihydro-2H-pyrazino[1,2-a]indol-1-one scaffold.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL515170,MSJCAWWJIHDUAU-OSTNNTLRSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,17428923.0,ACTIVITY,,,,Not Active,,,,,,,,,,,,,,Inhibition of histamine H1 receptor at 20 uM,Discovery of a small molecule antagonist of the parathyroid hormone receptor by using an N-terminal parathyroid hormone peptide probe.,Proc. Natl. Acad. Sci. U.S.A.,PUBLICATION,
CHEMBL1669406,MSMKOTVNTGCTFQ-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21232954.0,KI,=,41,NM,,,,,,,,,,,,,,,Binding affinity to histamine H1 receptor,Influence of pKa on the biotransformation of indene H1-antihistamines by CYP2D6.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL65849,MSNSHZJXNNLNOS-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12798320.0,KI,=,7696,NM,,,,,,,,,,,,,,,Compound was tested for its binding affinity towards human H1 receptor,"A new class of histamine H(3)-receptor antagonists: synthesis and structure-activity relationships of 7,8,9,10-tetrahydro-6H-cyclohepta[b]quinolines.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1093607,MSPFRPWEGPBFTC-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20188547.0,KI,=,122,NM,,,cell_based,,,,,CHO,,,,,,,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO Flp-In cells after 90 mins by scintillation counting,Novel benzothiophene H1-antihistamines for the treatment of insomnia.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL84931,MSQRTETUBFIHMP-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,11755365.0,IC50,=,2.57,NM,,,cell_based,,,,,CHO,,,,,,,Binding affinity at human cloned Histamine H1 receptor expressed in CHO cells by [3H]pyrilamine displacement.,"Synthesis and structure-activity relationship of 2-(aminoalkyl)-2,3,3a,8-tetrahydrodibenzo[c,f]isoxazolo[2,3-a]azepine derivatives: a novel series of 5-HT(2A/2C) receptor antagonists. Part 2.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2432041,MSTPNDDVMWUDFF-CAUKCHDASA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23981939.0,INHIBITION,<,50,%,,,,,,,,,,,,,,,Inhibition of histamine H1 receptor (unknown origin) at 10 uM by PDSP assay relative to control,"N-substituted 8-aminopentacyclo[5.4.0.0(2,6).0(3,10).0(5,9)]undecanes as s receptor ligands with potential neuroprotective effects.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL3215892,MTATYSOUXXNXHF-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23141912.0,INHIBITION,=,9.82,%,,,,,,,,,,,,,,,Inhibition of histamine H1 receptor at 1 uM by radioligand displacement assay,"Design, synthesis and pharmacological evaluation of 4-(piperazin-1-yl methyl)-N(1)-arylsulfonyl indole derivatives as 5-HT(6) receptor ligands.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1929411,MTDODFSDMGLTDF-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,22019465.0,INHIBITION,,,,Not Active,,cell_based,,,,,HEK293,,,,,,,Antagonist activity at histamine H1 receptor expressed in HEK293 cells co-transfected with pCRE-Luc gene assessed as inhibition of forskolin/histamine-induced cAMP accumulation at 1 uM after 5 hrs by luciferase reporter gene assay,"Searching for the Multi-Target-Directed Ligands against Alzheimer's disease: discovery of quinoxaline-based hybrid compounds with AChE, H3R and BACE 1 inhibitory activities.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL484952,MTEFLXYKMHWTNG-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19338356.0,ACTIVITY,<,50,%,Active,,,,,,,,,,,,,,Binding affinity to histamine H1 receptor,Synthesis and evaluation of dibenzothiazepines: a novel class of selective cannabinoid-1 receptor inverse agonists.,J. Med. Chem.,PUBLICATION,
CHEMBL116735,MUAYITOFLINYIL-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,11585444.0,IC50,=,1660,NM,,,,,,,,,,,,,,,Inhibition of histamine H1 receptor,From hit to lead. Analyzing structure-profile relationships.,J. Med. Chem.,PUBLICATION,
CHEMBL386630,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,TESTOSTERONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL386630,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,TESTOSTERONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL2207282,MUPZZNZQFUCJBT-CQSZACIVSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23116889.0,KI,=,19.95,NM,,,cell_based,,,,,CHO-K1,,,,,,,Displacement of [3H]-pyrilamine from human recombinant H1 histamine receptor expressed in CHOK1 cells after 1 hr,Discovery and evolution of phenoxypiperidine hydroxyamide dual CCR3/H(1) antagonists. Part II: Optimising in vivo clearance.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1200845,MUQNGPZZQDCDFT-JNQJZLCISA-N,HALCINONIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1200845,MUQNGPZZQDCDFT-JNQJZLCISA-N,HALCINONIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL2037608,MURCULVYVOMYIO-MRXNPFEDSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,22578490.0,KI,>,10000,NM,,,,,,,,,,,,,,,Binding affinity to human histamine H1 receptor,Synthesis and evaluation of 4- and 5-pyridazin-3-one phenoxypropylamine analogues as histamine-3 receptor antagonists.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL1194,MVFGUOIZUNYYSO-UHFFFAOYSA-N,PRILOCAINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1194,MVFGUOIZUNYYSO-UHFFFAOYSA-N,PRILOCAINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL488025,MVGSNCBCUWPVDA-MFOYZWKCSA-N,EXISULIND,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL488025,MVGSNCBCUWPVDA-MFOYZWKCSA-N,EXISULIND,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL476108,MVKKLGNVARQKRP-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18595716.0,KI,=,188.6,NM,,,,,,,,,,,,,,,Binding affinity to human cloned histamine H1 receptor,"Identification of a butyrophenone analog as a potential atypical antipsychotic agent: 4-[4-(4-chlorophenyl)-1,4-diazepan-1-yl]-1-(4-fluorophenyl)butan-1-one.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL564226,MVMQESMQSYOVGV-HNNXBMFYSA-N,(S)-(+)-DIMETHINDENE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12593665.0,KI,=,0.437,NM,,,cell_based,,,,,CHO-K1,,,,,,,Compound was evaluated for binding affinity towards cloned human histamine H1 receptors stably expressed in CHO-K1 cells using [3H]mepyramine,Structure-activity relationships of dimethindene derivatives as new M2-selective muscarinic receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL564226,MVMQESMQSYOVGV-HNNXBMFYSA-N,(S)-(+)-DIMETHINDENE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19663387.0,KI,=,0.4,NM,,,cell_based,,,,,CHO,,,,,,,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO Flp-In cells by liquid scintillation counting,Characterization of novel selective H1-antihistamines for clinical evaluation in the treatment of insomnia.,J. Med. Chem.,PUBLICATION,
CHEMBL1493369,MVMQESMQSYOVGV-OAHLLOKOSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12593665.0,KI,=,69.18,NM,,,cell_based,,,,,CHO-K1,,,,,,,Compound was evaluated for binding affinity towards cloned human histamine H1 receptors stably expressed in CHO-K1 cells using [3H]mepyramine,Structure-activity relationships of dimethindene derivatives as new M2-selective muscarinic receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL22108,MVMQESMQSYOVGV-UHFFFAOYSA-N,DIMETHINDENE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12593665.0,KI,=,0.692,NM,,,cell_based,,,,,CHO-K1,,,,,,,Compound was evaluated for binding affinity towards cloned human histamine H1 receptors stably expressed in CHO-K1 cells using [3H]mepyramine,Structure-activity relationships of dimethindene derivatives as new M2-selective muscarinic receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL708,MVWVFYHBGMAFLY-UHFFFAOYSA-N,ZIPRASIDONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,8935801.0,KI,=,15,NM,,,,,,,,,,,,,,,,,,,
CHEMBL708,MVWVFYHBGMAFLY-UHFFFAOYSA-N,ZIPRASIDONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,11132243.0,KI,=,4.6,NM,,,,,,,,,,,,,,,,,,,
CHEMBL708,MVWVFYHBGMAFLY-UHFFFAOYSA-N,ZIPRASIDONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,11170639.0,KI,=,510,NM,,,,,,,,,,,,,,,Binding affinity towards human H1 receptor,Current and novel approaches to the drug treatment of schizophrenia.,J. Med. Chem.,PUBLICATION,
CHEMBL708,MVWVFYHBGMAFLY-UHFFFAOYSA-N,ZIPRASIDONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12629531.0,KI,=,43,NM,,,,,,,,,,,,,,,,,,,
CHEMBL708,MVWVFYHBGMAFLY-UHFFFAOYSA-N,ZIPRASIDONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,14998318.0,KI,=,5.3,NM,,,,,,,,,,,,,,,Binding affinity towards human histamine H1 receptor,Selective optimization of side activities: another way for drug discovery.,J. Med. Chem.,PUBLICATION,
CHEMBL708,MVWVFYHBGMAFLY-UHFFFAOYSA-N,ZIPRASIDONE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18595716.0,KI,=,47,NM,,,,,,,,,,,,,,,Binding affinity to human cloned histamine H1 receptor,"Identification of a butyrophenone analog as a potential atypical antipsychotic agent: 4-[4-(4-chlorophenyl)-1,4-diazepan-1-yl]-1-(4-fluorophenyl)butan-1-one.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL2387288,MWATVQYCLGPJBC-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23591110.0,INHIBITION,<,40,%,,,,,,,,,,,,,,,Antagonist activity at human histamine H1 receptor assessed as inhibition of calcium mobilization at 10 uM by FLIPR assay relative to control,Discovery of aryl ureas and aryl amides as potent and selective histamine H3 receptor antagonists for the treatment of obesity (part I).,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL21833,MWJREWWGBRMMAS-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12657255.0,PKB,=,8.17,,,,,,,,,,,,,,,,Histamine H1 receptor antagonistic activity in U373MG human glioblastoma cells using fluorescence-labeled H1 as radioligand in Ca+2 assay,Synthesis and pharmacological activity of fluorescent histamine H1 receptor antagonists related to mepyramine.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL93,MWLSOWXNZPKENC-UHFFFAOYSA-N,ZILEUTON,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,15482930.0,KI,,,,Not Determined,,cell_based,,,,,CHO-K1,,,,,,,Binding affinity towards human histamine H1 receptor expressed in CHO-K1 cells; not tested,Cetirizine and loratadine-based antihistamines with 5-lipoxygenase inhibitory activity.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL93,MWLSOWXNZPKENC-UHFFFAOYSA-N,ZILEUTON,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL93,MWLSOWXNZPKENC-UHFFFAOYSA-N,ZILEUTON,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL69530,MXLOXTMJEAHTMC-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,2959777.0,CHANGE,=,93,%,,,,,,,,,,,,,,,Effect on peripheral vasculature of the rabbit as percentage change in contractility.,Congener derivatives and conjugates of histamine: synthesis and tissue and receptor selectivity of the derivatives.,J. Med. Chem.,PUBLICATION,
CHEMBL69530,MXLOXTMJEAHTMC-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,2959777.0,EFFECT,=,,,,,,,,,,,,,,,,,Effect on histamine type 1 receptor mediated contraction of the isolated rabbit aorta was determined; + means Histamine-like pharmacological effect was retained,Congener derivatives and conjugates of histamine: synthesis and tissue and receptor selectivity of the derivatives.,J. Med. Chem.,PUBLICATION,
CHEMBL3238447,MXRUKGSLFINORK-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,24650714.0,KI,=,2238.72,NM,,,cell_based,,,,,,,,,,,,Displacement of [3H]pyrilamine from human H1 receptor expressed in CHO cell membrane after 120 mins by liquid scintillation counting analysis,Non-imidazole histamine H3 receptor ligands incorporating antiepileptic moieties.,Eur. J. Med. Chem.,PUBLICATION,
